Token,Item Name,Variation Name,SKU,Description,Categories,Reporting Category,SEO Title,SEO Description,Permalink,GTIN,Square Online Item Visibility,Item Type,Weight (lb),Social Media Link Title,Social Media Link Description,Shipping Enabled,Self-serve Ordering Enabled,Delivery Enabled,Pickup Enabled,Price,Online Sale Price,Archived,Sellable,Contains Alcohol,Stockable,Skip Detail Screen in POS,Option Name 1,Option Value 1,Enabled LML Repair - North Seattle,Current Quantity LML Repair - North Seattle,New Quantity LML Repair - North Seattle,Stock Alert Enabled LML Repair - North Seattle,Stock Alert Count LML Repair - North Seattle,Price LML Repair - North Seattle,Enabled LML Repair - Seattle,Current Quantity LML Repair - Seattle,New Quantity LML Repair - Seattle,Stock Alert Enabled LML Repair - Seattle,Stock Alert Count LML Repair - Seattle,Price LML Repair - Seattle,Enabled LML Repair - West Seattle,Current Quantity LML Repair - West Seattle,New Quantity LML Repair - West Seattle,Stock Alert Enabled LML Repair - West Seattle,Stock Alert Count LML Repair - West Seattle,Price LML Repair - West Seattle,Modifier Set - Add Ons
GSMETVO2OTWAGUDB76UXQ4M6,Samsung Galaxy Note 20 5G | N980 | N981 SCREEN,Regular,C946258,Gray OLED Display LCD Touch Screen Digitizer + Frame,,,,,,,unavailable,Physical good,,,,,,,,127.95,,Y,,,,N,,,N,0,,,,,N,0,,,,,Y,1,,,,,N
IG2OW2KHESSFX3VMJQTGH7RR,Samsung Galaxy Note 20 Ultra 5G Screen | Repair Kit,Regular,,"<p><em>Restore your Samsung Galaxy Note 20 Ultra 5G with our Screen Repair Kit. This kit includes a high-quality replacement screen and all the essential tools needed to fix cracks, scratches, or touch issues. Specifically designed for the Note 20 Ultra 5G, it ensures a smooth and cost-effective repair process.</em></p>",Samsung > Galaxy Note,Samsung > Galaxy Note,,,,,visible,Physical good,,,,Y,N,N,N,209.00,,N,,N,,N,,,Y,,,,,,Y,,,,,,Y,1,,,,,N
AMOG7ITAAZO56X7E2U2QBYAQ,Samsung Galaxy Note 20 Ultra N985 | N986 (All Colors) SCREEN,Regular,Q012714,Refurbished OLED Display Screen Assembly,,,,,,,unavailable,Physical good,,,,,,N,N,234.95,,Y,,,,N,,,N,0,,,,,N,0,,,,,Y,1,,,,,N
57K5ZA5YQO3FBEOAFOHY6MBH,Samsung Galaxy Note 3 Screen | Repair Kit,Regular,,"<p><em>Restore your Samsung Galaxy Note 3 with our Screen Repair Kit. This kit includes a high-quality replacement screen and all the essential tools needed to fix cracks, scratches, or touch issues. Specifically designed for the Galaxy Note 3, it ensures a smooth and cost-effective repair process.</em></p>",Samsung > Galaxy Note,Samsung > Galaxy Note,,,,,visible,Physical good,,,,Y,N,N,N,95.00,,N,,N,,N,,,Y,,,,,,Y,,,,,,Y,2,,,,,N
234YLRO5LWUGZSO5H5B2QSBN,Samsung Galaxy Note 4 Screen | Repair Kit,Regular,,"<p><em>Restore your Samsung Galaxy Note 4 with our Screen Repair Kit. This kit includes a high-quality replacement screen and all the essential tools needed to fix cracks, scratches, or touch issues. Specifically designed for the Galaxy Note 4, it ensures a smooth and cost-effective repair process.</em></p>",Samsung > Galaxy Note,Samsung > Galaxy Note,,,,,visible,Physical good,,,,Y,N,N,N,84.00,,N,,N,,N,,,Y,,,,,,Y,,,,,,Y,1,,,,,N
S5TOBECH2FV6PYIA54YRJRDY,Samsung Galaxy Note 5 Screen | Repair Kit,Regular,,"<p><em>Restore your Samsung Galaxy Note 5 with our Screen Repair Kit. This kit includes a high-quality replacement screen and all the essential tools needed to fix cracks, scratches, or touch issues. Specifically designed for the Galaxy Note 5, it ensures a smooth and cost-effective repair process.</em></p>",Samsung > Galaxy Note,Samsung > Galaxy Note,,"Restore your Samsung Galaxy Note 5 with our Screen Repair Kit. This kit includes a high-quality replacement screen and all the essential tools needed to fix cracks, scratches, or touch issues. Specifically designed for the Galaxy Note 5, it ensures a smooth and cost-effective repair process.",,,visible,Physical good,,,,Y,N,N,N,116.00,,N,,N,,N,,,Y,,,,,,Y,,,,,,Y,1,,,,,N
WAEROMRRFSLSTNDWJ3C7YNSW,Samsung Galaxy Note 8 Screen | Repair Kit,Regular,,"<p><em>Restore your Samsung Galaxy Note 8 with our Screen Repair Kit. This kit includes a high-quality replacement screen and all the essential tools needed to fix cracks, scratches, or touch issues. Specifically designed for the Galaxy Note 8, it ensures a smooth and cost-effective repair process.</em></p>",Samsung > Galaxy Note,Samsung > Galaxy Note,,"Restore your Samsung Galaxy Note 8 with our Screen Repair Kit. This kit includes a high-quality replacement screen and all the essential tools needed to fix cracks, scratches, or touch issues. Specifically designed for the Galaxy Note 8, it ensures a smooth and cost-effective repair process.",,,visible,Physical good,,,,Y,N,N,N,170.00,,N,,N,,N,,,Y,,,,,,Y,,,,,,Y,1,,,,,N
PZ4NLPMJ4AWKO2JYTY7OPB2J,Samsung Galaxy Note 8 | N950  SCREEN,Black,812461B,Black OLED Display Touch Screen Digitizer + Frame,,,,,,,unavailable,Physical good,,,,,,N,N,104.95,,Y,,,,N,,,N,0,,,,,N,0,,,,,Y,1,,,,,N
JR6EZYARFUGZBZXV6QGFTX32,Samsung Galaxy Note 9 Screen | Repair Kit,Regular,,"<p><em>Restore your Samsung Galaxy Note 9 with our Screen Repair Kit. This kit includes a high-quality replacement screen and all the essential tools needed to fix cracks, scratches, or touch issues. Specifically designed for the Galaxy Note 9, it ensures a smooth and cost-effective repair process.</em></p>",Samsung > Galaxy Note,Samsung > Galaxy Note,,"Restore your Samsung Galaxy Note 9 with our Screen Repair Kit. This kit includes a high-quality replacement screen and all the essential tools needed to fix cracks, scratches, or touch issues. Specifically designed for the Galaxy Note 9, it ensures a smooth and cost-effective repair process.",,,visible,Physical good,,,,Y,N,N,N,168.00,,N,,N,,N,,,Y,,,,,,Y,,,,,,Y,1,,,,,N
BI6EQMILST4VZINIA2EQCBQ7,Samsung Galaxy Note 9 | N960 SCREEN,Regular,9457792,Black OLED Display Touch Screen Digitizer + Frame,,,,,,,unavailable,Physical good,,,,,,,,129.95,,Y,,,,N,,,N,0,,,,,N,0,,,,,Y,1,,,,,N
Z3MG5O2QHCA3USCD2AUWUXNA,Samsung Galaxy S10 5G Screen | Repair Kit,Regular,,"<p><em>Revitalize your Samsung Galaxy S10 5G with this all-inclusive Screen Repair Kit. It features a high-quality replacement screen and a complete tool set, including precision screwdrivers, pry tools, and adhesive strips. Detailed instructions ensure an easy repair process, perfect for beginners. Designed specifically for the Galaxy S10 5G, this kit offers a cost-effective way to fix cracks, scratches, and unresponsive touch functionality, restoring your device to its original condition.</em></p>",Samsung > Galaxy S,Samsung > Galaxy S,,"Revitalize your Samsung Galaxy S10 5G with this all-inclusive Screen Repair Kit. It features a high-quality replacement screen and a complete tool set, including precision screwdrivers, pry tools, and adhesive strips. Detailed instructions ensure an easy repair process, perfect for beginners. Designed specifically for the Galaxy S10 5G, this kit offers a cost-effective way to fix cracks, scratches, and unresponsive touch functionality, restoring your device to its original condition.",,,visible,Physical good,,,,Y,N,N,N,223.00,,N,,N,,N,,,Y,,,,,,Y,,,,,,Y,2,,,,,N
PSG26TDFZOM7W6KQ3VCBP6PH,Samsung Galaxy S10 Lite Screen | Repair Kit,Regular,,"<p><em>Revitalize your Samsung Galaxy S10 Lite with this all-inclusive Screen Repair Kit. It features a high-quality replacement screen and a complete tool set, including precision screwdrivers, pry tools, and adhesive strips. Detailed instructions ensure an easy repair process, perfect for beginners. Designed specifically for the Galaxy S10 Lite, this kit offers a cost-effective way to fix cracks, scratches, and unresponsive touch functionality, restoring your device to its original condition.</em></p>",Samsung > Galaxy S,Samsung > Galaxy S,,,,,visible,Physical good,,,,Y,N,N,N,181.00,,N,,N,,N,,,Y,,,,,,Y,,,,,,Y,1,,,,,N
W7HXURSNJR3Q34OM24YN6HSD,Samsung Galaxy S10 Screen | Repair Kit,Regular,,"<p><em>Bring your Samsung Galaxy S10 back to life with our comprehensive Screen Repair Kit. This kit includes a high-quality replacement screen and all the necessary tools to fix cracks, scratches, or unresponsive touch functionality. Perfectly designed for the Galaxy S10, this kit ensures a smooth and cost-effective repair process, saving you time and money.</em></p>",Samsung > Galaxy S,Samsung > Galaxy S,,"Bring your Samsung Galaxy S10 back to life with our comprehensive Screen Repair Kit. This kit includes a high-quality replacement screen and all the necessary tools to fix cracks, scratches, or unresponsive touch functionality. Perfectly designed for the Galaxy S10, this kit ensures a smooth and cost-effective repair process, saving you time and money.",,,visible,Physical good,,,,Y,N,N,N,104.00,,N,,N,,N,,,Y,,,,,,Y,,,,,,Y,1,,,,,N
NJDATGQYJKCH2WXO6QYGULPQ,Samsung Galaxy S10E  Screen | Repair Kit,Regular,,"<p><em>Revive your Samsung Galaxy S10E with our all-inclusive Screen Repair Kit. This kit includes a high-quality replacement screen and all necessary tools to fix cracks, scratches, or unresponsive touch functionality. Designed specifically for the Galaxy S10E, it ensures a seamless and cost-effective repair process, saving you time and money.</em></p>",Samsung > Galaxy S,Samsung > Galaxy S,,,,,visible,Physical good,,,,Y,N,N,N,105.00,,N,,N,,N,,,Y,,,,,,Y,,,,,,Y,1,,,,,N
DK7CDAZ7UODFFC75XYVAXDLS,Samsung Galaxy S20 5G Screen | Repair Kit,Regular,,"<p><em>Restore your Samsung Galaxy S20 5G with our all-inclusive Screen Repair Kit. This kit includes a premium replacement screen and all the necessary tools to fix cracks, scratches, or unresponsive touch functionality. Designed specifically for the Galaxy S20 5G, this kit ensures a smooth and cost-effective repair process, saving you time and money.</em></p>",Samsung > Galaxy S,Samsung > Galaxy S,,,,,visible,Physical good,,,,Y,N,N,N,149.00,,N,,N,,N,,,Y,,,,,,Y,,,,,,Y,1,,,,,N
ISDBRDOHAM2L23C4CHCKIIFP,Samsung Galaxy S20 FE 5G Screen | Repair Kit,Regular,,"<p><br/></p><p><em>Revive your Samsung Galaxy S20 FE 5G with our all-inclusive Screen Repair Kit. This kit includes a premium replacement screen and all the essential tools needed to fix cracks, scratches, or unresponsive touch functionality. Designed specifically for the Galaxy S20 FE 5G, it ensures a seamless and cost-effective repair process, saving you both time and money.</em></p>",Samsung > Galaxy S,Samsung > Galaxy S,,,,,visible,Physical good,,,,Y,N,N,N,93.00,,N,,N,,N,,,Y,,,,,,Y,,,,,,Y,1,,,,,N
BPHDRCHF2U7BSPADJUEVPOKQ,Samsung Galaxy S20 Plus 5G Screen | Repair Kit,Regular,,"<p><em>Restore your Samsung Galaxy S20 Plus 5G with our comprehensive Screen Repair Kit. This kit includes a high-quality replacement screen and all the necessary tools for fixing cracks, scratches, or touch issues. Designed specifically for the Galaxy S20 Plus 5G, it offers a cost-effective solution for a smooth and efficient repair.</em></p>",Samsung > Galaxy S,Samsung > Galaxy S,,,,,visible,Physical good,,,,Y,N,N,N,203.00,,N,,N,,N,,,Y,,,,,,Y,,,,,,Y,1,,,,,N
GKU37TE5YGS7NB2HGYETS6W5,Samsung Galaxy S20 Ultra 5G Screen | Repair Kit,Regular,,"<p><em>Restore your Samsung Galaxy S20 Ultra 5G with our all-inclusive Screen Repair Kit. This kit includes a high-quality replacement screen and all the essential tools needed to address cracks, scratches, or touch issues. Tailored specifically for the Galaxy S20 Ultra 5G, it ensures a smooth and cost-effective repair process, helping you save time and money.</em></p>",Samsung > Galaxy S,Samsung > Galaxy S,,,,,visible,Physical good,,,,Y,N,N,N,154.00,,N,,N,,N,,,Y,,,,,,Y,,,,,,Y,1,,,,,N
7YE7XDGVDNSZU7EKV4TQS3BX,Samsung Galaxy S21 FE 5G Screen | Repair Kit,Regular,,"<p><em>Revitalize your Samsung Galaxy S21 FE 5G with our comprehensive Screen Repair Kit. It includes a high-quality replacement screen and all the necessary tools to fix cracks, scratches, or touch issues. Specifically designed for the Galaxy S21 FE 5G, this kit provides an efficient and cost-effective solution for restoring your device&#39;s display.</em></p>",Samsung > Galaxy S,Samsung > Galaxy S,,"Revitalize your Samsung Galaxy S21 FE 5G with our comprehensive Screen Repair Kit. It includes a high-quality replacement screen and all the necessary tools to fix cracks, scratches, or touch issues. Specifically designed for the Galaxy S21 FE 5G, this kit provides an efficient and cost-effective solution for restoring your device's display.",,,visible,Physical good,,,,Y,N,N,N,162.00,,N,,N,,N,,,Y,,,,,,Y,,,,,,Y,2,,,,,N
W7BAE45CIIUHDEFLCAEE4IK7,Samsung Galaxy S21 Plus 5G Screen | Repair Kit,Regular,,"<p><em>Revive your Samsung Galaxy S21 Plus 5G with our Screen Repair Kit. This kit features a high-quality replacement screen and all the essential tools needed to repair cracks, scratches, or touch issues. Designed specifically for the Galaxy S21 Plus 5G, it ensures a smooth and cost-effective repair process.</em></p>",Samsung > Galaxy S,Samsung > Galaxy S,,"Revive your Samsung Galaxy S21 Plus 5G with our Screen Repair Kit. This kit features a high-quality replacement screen and all the essential tools needed to repair cracks, scratches, or touch issues. Designed specifically for the Galaxy S21 Plus 5G, it ensures a smooth and cost-effective repair process.",,,visible,Physical good,,,,Y,N,N,N,132.00,,N,,N,,N,,,Y,,,,,,Y,,,,,,Y,1,,,,,N
INJU36V7EFG3B5PJ6PUX7H37,Samsung Galaxy S21 Screen | Repair Kit,Regular,,"<p><br/></p><p><em>Restore your Samsung Galaxy S21 with our Screen Repair Kit. It includes a high-quality replacement screen and all the essential tools to fix cracks, scratches, or touch issues. Tailored specifically for the Galaxy S21, this kit ensures a straightforward and cost-effective repair process.</em></p>",Samsung > Galaxy S,Samsung > Galaxy S,,"Restore your Samsung Galaxy S21 with our Screen Repair Kit. It includes a high-quality replacement screen and all the essential tools to fix cracks, scratches, or touch issues. Tailored specifically for the Galaxy S21, this kit ensures a straightforward and cost-effective repair process.",,,visible,Physical good,,,,Y,N,N,N,170.00,,N,,N,,N,,,Y,,,,,,Y,,,,,,Y,2,,,,,N
R6HD72EI5APLPQ6OY7B5NE6I,Samsung Galaxy S21 Ultra 5G Screen | Repair Kit,Regular,,"<p><em>Revitalize your Samsung Galaxy S21 Ultra 5G with our Screen Repair Kit. It includes a premium replacement screen and all the essential tools for fixing cracks, scratches, or touch issues. Designed specifically for the Galaxy S21 Ultra 5G, this kit ensures an efficient and cost-effective repair process.</em></p>",Samsung > Galaxy S,Samsung > Galaxy S,,,,,visible,Physical good,,,,Y,N,N,N,168.00,,N,,N,,N,,,Y,,,,,,Y,,,,,,Y,1,,,,,N
IODIRYLCU45JI4GEATVJI7ND,Samsung Galaxy S22 5G Screen | Repair Kit,Regular,,"<p><em>Restore your Samsung Galaxy S22 5G with our Screen Repair Kit. This kit includes a high-quality replacement screen and all the essential tools needed to address cracks, scratches, or touch issues. Specifically designed for the Galaxy S22 5G, it ensures a smooth and cost-effective repair process.</em></p>",Samsung > Galaxy S,Samsung > Galaxy S,,,,,visible,Physical good,,,,Y,N,N,N,150.00,,N,,N,,N,,,Y,,,,,,Y,,,,,,Y,1,,,,,N
2TLEGWP7GQTL2YF2TCBDQTSE,Samsung Galaxy S22 Plus 5G Screen  | Repair Kit,Regular,,"<p><br/></p><p><em>Restore your Samsung Galaxy S22 Plus 5G with our Screen Repair Kit. This kit features a high-quality replacement screen and all the essential tools needed to repair cracks, scratches, or touch issues. Specifically designed for the Galaxy S22 Plus 5G, it ensures a smooth and cost-effective repair process.</em></p>",Samsung > Galaxy S,Samsung > Galaxy S,,"Restore your Samsung Galaxy S22 Plus 5G with our Screen Repair Kit. This kit features a high-quality replacement screen and all the essential tools needed to repair cracks, scratches, or touch issues. Specifically designed for the Galaxy S22 Plus 5G, it ensures a smooth and cost-effective repair process.",,,visible,Physical good,,,,Y,N,N,N,125.00,,N,,N,,N,,,Y,,,,,,Y,,,,,,Y,1,,,,,N
AP2L5HVG3WYRXL5FBQ3A5XZA,Samsung Galaxy S22 Ultra 5G Screen | Repair Kit,Regular,,"<p><br/></p><p><em>Revive your Samsung Galaxy S22 Ultra 5G with our Screen Repair Kit. It includes a high-quality replacement screen and all the necessary tools to fix cracks, scratches, or touch issues. Designed specifically for the Galaxy S22 Ultra 5G, this kit ensures an efficient and cost-effective repair process.</em></p>",Samsung > Galaxy S,Samsung > Galaxy S,,,,,visible,Physical good,,,,Y,N,N,N,159.00,,N,,N,,N,,,Y,,,,,,Y,,,,,,Y,1,,,,,N
A3YIDBDS7TORTQYF5WCVVFIA,Samsung Galaxy S23 5G Screen | Repair Kit,Regular,,"<p><br/></p><p><em>Revive your Samsung Galaxy S23 5G with our Screen Repair Kit. It includes a high-quality replacement screen and all the essential tools to fix cracks, scratches, or touch issues. Designed specifically for the Galaxy S23 5G, this kit ensures an efficient and cost-effective repair process.</em></p>",Samsung > Galaxy S,Samsung > Galaxy S,,"Revive your Samsung Galaxy S23 5G with our Screen Repair Kit. It includes a high-quality replacement screen and all the essential tools to fix cracks, scratches, or touch issues. Designed specifically for the Galaxy S23 5G, this kit ensures an efficient and cost-effective repair process.",,,visible,Physical good,,,,Y,N,N,N,176.00,,N,,N,,N,,,Y,,,,,,Y,,,,,,Y,2,,,,,N
IXLALMBZGAUB6X3K2VH3GRCM,Samsung Galaxy S23 Plus 5G Screen | Repair Kit,Regular,,"<p><em>Revive your Samsung Galaxy S23 Plus 5G with our Screen Repair Kit. This kit features a high-quality replacement screen and all the necessary tools to address cracks, scratches, or touch issues. Specifically designed for the Galaxy S23 Plus 5G, it ensures an efficient and cost-effective repair process.</em></p>",Samsung > Galaxy S,Samsung > Galaxy S,,,,,visible,Physical good,,,,Y,N,N,N,160.00,,N,,N,,N,,,Y,,,,,,Y,,,,,,Y,1,,,,,N
ZWYOE5G3YGG3RHPGLMOI4RGD,Samsung Galaxy S23 Plus Screen Replacement,Regular,743766W,"<p><em>Revive your Samsung Galaxy S23 Plus with our Screen Repair Kit. This kit features a high-quality replacement screen and all the necessary tools to address cracks, scratches, or touch issues. Specifically designed for the Galaxy S23 Plus, it ensures an efficient and cost-effective repair process.</em></p>",Samsung > Galaxy S,Samsung > Galaxy S,,,,,visible,Physical good,,,,Y,N,N,N,219.00,,N,,N,,N,,,N,0,,,,,N,0,,,,,Y,1,,,,,N
BBPSNQ3Y554VO5SK34ULSPP6,Samsung Galaxy S23 Ultra 5G  Screen | Repair Kit,Regular,,"<p><em>Revive your Samsung Galaxy S23 Ultra 5G with our Screen Repair Kit. It features a high-quality replacement screen and all the essential tools needed to fix cracks, scratches, or touch issues. Specifically designed for the Galaxy S23 Ultra 5G, this kit ensures an efficient and cost-effective repair process.</em></p>",Samsung > Galaxy S,Samsung > Galaxy S,,,,,visible,Physical good,,,,Y,N,N,N,173.00,,N,,N,,N,,,Y,,,,,,Y,,,,,,Y,1,,,,,N
OOOHCSLXBJAXT2QLBBJQT7K4,Samsung Galaxy S24 Screen | Repair Kit,Regular,,"<p><br/></p><p><em>Restore your Samsung Galaxy S24 with our Screen Repair Kit. It includes a premium replacement screen and all the essential tools needed to fix cracks, scratches, or touch issues. Designed specifically for the Galaxy S24, this kit ensures an efficient and cost-effective repair process.</em></p>",Samsung > Galaxy S,Samsung > Galaxy S,,,,,visible,Physical good,,,,Y,N,N,N,202.00,,N,,N,,N,,,Y,,,,,,Y,,,,,,Y,1,,,,,N
XHWVLFABKUVW73YW5T7QTUEO,Samsung Galaxy S24 Ultra Screen | Repair Kit,Regular,,"<p><em>Revitalize your Samsung Galaxy S24 Ultra with our Screen Repair Kit. It includes a high-quality replacement screen and all the necessary tools to address cracks, scratches, or touch issues. Designed specifically for the Galaxy S24 Ultra, this kit ensures an efficient and cost-effective repair process.</em></p>",Samsung > Galaxy S,Samsung > Galaxy S,,,,,visible,Physical good,,,,Y,N,N,N,254.00,,N,,N,,N,,,Y,,,,,,Y,,,,,,Y,1,,,,,N
HQ42UJ56VSA77QEPD62E36GB,Samsung Galaxy S3 Screen | Repair Kit,Regular,,"<p><em>Revitalize your Samsung Galaxy S3 with our Screen Repair Kit. This kit includes a high-quality replacement screen and all the necessary tools to fix cracks, scratches, or touch issues. Specifically designed for the Galaxy S3, it ensures a straightforward and cost-effective repair process.</em></p>",Samsung > Galaxy S,Samsung > Galaxy S,,"Revitalize your Samsung Galaxy S3 with our Screen Repair Kit. This kit includes a high-quality replacement screen and all the necessary tools to fix cracks, scratches, or touch issues. Specifically designed for the Galaxy S3, it ensures a straightforward and cost-effective repair process.",,,visible,Physical good,,,,Y,N,N,N,77.00,,N,,N,,N,,,Y,,,,,,Y,,,,,,Y,1,,,,,N
L5TJIYCQGH6UCEVASUR4KROH,Samsung Galaxy S4 Screen | Repair Kit,Regular,,"<p><em>Restore your Samsung Galaxy S4 with our Screen Repair Kit. It includes a high-quality replacement screen and all the essential tools to fix cracks, scratches, or touch issues. Designed specifically for the Galaxy S4, this kit ensures an efficient and cost-effective repair process.</em></p>",Samsung > Galaxy S,Samsung > Galaxy S,,"Restore your Samsung Galaxy S4 with our Screen Repair Kit. It includes a high-quality replacement screen and all the essential tools to fix cracks, scratches, or touch issues. Designed specifically for the Galaxy S4, this kit ensures an efficient and cost-effective repair process.",,,visible,Physical good,,,,Y,N,N,N,76.00,,N,,N,,N,,,Y,,,,,,Y,,,,,,Y,1,,,,,N
QV3SVF772Z6O7ZE72WMUNV2J,Samsung Galaxy S5 Screen | Repair Kit,Regular,,"<p><br/></p><p><em>Revive your Samsung Galaxy S5 with our Screen Repair Kit. It features a high-quality replacement screen and all the necessary tools to address cracks, scratches, or touch issues. Specifically designed for the Galaxy S5, this kit provides a smooth and cost-effective repair process.</em></p>",Samsung > Galaxy S,Samsung > Galaxy S,,"Revive your Samsung Galaxy S5 with our Screen Repair Kit. It features a high-quality replacement screen and all the necessary tools to address cracks, scratches, or touch issues. Specifically designed for the Galaxy S5, this kit provides a smooth and cost-effective repair process.",,,visible,Physical good,,,,Y,N,N,N,80.00,,N,,N,,N,,,Y,,,,,,Y,,,,,,Y,1,,,,,N
SPUVXHCCR6WIR2L6GPIZYTYB,Samsung Galaxy S6 Edge  Screen | Repair Kit,Regular,,"<p><br/></p><p><em>Revive your Samsung Galaxy S6 Edge with our Screen Repair Kit. It includes a high-quality replacement screen and all the necessary tools to address cracks, scratches, or touch issues. Specifically designed for the Galaxy S6 Edge, this kit ensures an efficient and cost-effective repair process.</em></p>",Samsung > Galaxy S,Samsung > Galaxy S,,,,,visible,Physical good,,,,Y,N,N,N,112.00,,N,,N,,N,,,Y,,,,,,Y,,,,,,Y,1,,,,,N
R46KW76LGEJNOHUXCKSTZBRH,Samsung Galaxy S6 Screen | Repair Kit,Regular,,"<p><br/></p><p><em>Restore your Samsung Galaxy S6 with our Screen Repair Kit. This kit includes a high-quality replacement screen and all the essential tools needed to fix cracks, scratches, or touch issues. Designed specifically for the Galaxy S6, it ensures a straightforward and cost-effective repair process.</em></p>",Samsung > Galaxy S,Samsung > Galaxy S,,,,,visible,Physical good,,,,Y,N,N,N,92.00,,N,,N,,N,,,Y,,,,,,Y,,,,,,Y,1,,,,,N
CM6JRPRXCQMISJNJNEA5MO2W,Samsung Galaxy S7 Edge Screen | Repair Kit,Regular,,"<p><em>Restore your Samsung Galaxy S7 Edge with our Screen Repair Kit. It includes a high-quality replacement screen and all the essential tools needed to fix cracks, scratches, or touch issues. Specifically designed for the Galaxy S7 Edge, this kit ensures a smooth and cost-effective repair process.</em></p>",Samsung > Galaxy S,Samsung > Galaxy S,,,,,visible,Physical good,,,,Y,N,N,N,133.00,,N,,N,,N,,,Y,,,,,,Y,,,,,,Y,1,,,,,N
NIKGDQROXVP43KKZHCACEQEC,Samsung Galaxy S7 Screen | Repair Kit,Regular,,"<p><em>Restore your Samsung Galaxy S7 with our Screen Repair Kit. It features a high-quality replacement screen and all the necessary tools to repair cracks, scratches, or touch issues. Designed specifically for the Galaxy S7, this kit provides a straightforward and cost-effective solution for restoring your device&#39;s display.</em></p>",Samsung > Galaxy S,Samsung > Galaxy S,,"Restore your Samsung Galaxy S7 with our Screen Repair Kit. It features a high-quality replacement screen and all the necessary tools to repair cracks, scratches, or touch issues. Designed specifically for the Galaxy S7, this kit provides a straightforward and cost-effective solution for restoring your device's display.",,,visible,Physical good,,,,Y,N,N,N,115.00,,N,,N,,N,,,Y,,,,,,Y,,,,,,Y,1,,,,,N
D4J5MNWL2IUBF6AGNNRBBSRQ,Samsung Galaxy S8 Screen | Repair Kit,Regular,,"<p><br/></p><p><em>Revitalize your Samsung Galaxy S8 with our Screen Repair Kit. It includes a high-quality replacement screen and all the essential tools needed to address cracks, scratches, or touch issues. Specifically designed for the Galaxy S8, this kit ensures a smooth and cost-effective repair process.</em></p>",Samsung > Galaxy S,Samsung > Galaxy S,,,,,visible,Physical good,,,,Y,N,N,N,151.00,,N,,N,,N,,,Y,,,,,,Y,,,,,,Y,1,,,,,N
UM4WZGQAE4EU7UF2LEY77CGK,Samsung Galaxy S9  Screen | Repair Kit,Regular,,"<p><br/></p><p><em>Restore your Samsung Galaxy S9 with our Screen Repair Kit. This kit features a high-quality replacement screen and all the necessary tools to fix cracks, scratches, or touch issues. Designed specifically for the Galaxy S9, it ensures an efficient and cost-effective repair process.</em></p>",Samsung > Galaxy S,Samsung > Galaxy S,,,,,visible,Physical good,,,,Y,N,N,N,142.00,,N,,N,,N,,,Y,,,,,,Y,,,,,,Y,1,,,,,N
5VCBLS6RKVCVCMOYFZG5JAMT,Samsung Galaxy S9 Plus  Screen | Repair Kit,Regular,,"<p><em>Revive your Samsung Galaxy S9 Plus with our Screen Repair Kit. It includes a high-quality replacement screen and all the essential tools needed to address cracks, scratches, or touch issues. Specifically designed for the Galaxy S9 Plus, this kit provides a straightforward and cost-effective solution for restoring your device&#39;s display.</em></p>",Samsung > Galaxy S,Samsung > Galaxy S,,"Revive your Samsung Galaxy S9 Plus with our Screen Repair Kit. It includes a high-quality replacement screen and all the essential tools needed to address cracks, scratches, or touch issues. Specifically designed for the Galaxy S9 Plus, this kit provides a straightforward and cost-effective solution for restoring your device's display.",,,visible,Physical good,,,,Y,N,N,N,148.00,,N,,N,,N,,,Y,,,,,,Y,,,,,,Y,1,,,,,N
JYA7TC6I7G7BMNDD4EOLM2TX,Samsung Galaxy S9+ BATTERY,Regular,470739X,,,,,,,,unavailable,Physical good,,,,,,,,8.95,,Y,,,,N,,,N,0,,,,,N,0,,,,,Y,1,,,,,N
JLSZ2YR6GJDK6YD5R6QJCCGL,Samsung Note 10 BATTERY,Regular,881035S,,,,,,,,unavailable,Physical good,,,,,,,,6.95,,Y,,,,N,,,N,0,,,,,N,0,,,,,Y,1,,,,,N
PRC2424UXFWJ66XBXEW4MAUY,Samsung Note 10 Plus BACK,Black,Z959121,,,,,,,,unavailable,Physical good,,,,Y,,N,N,variable,,Y,,N,,N,Primary Color,Black,N,0,,,,,N,0,,,,,Y,1,,,,,N
72DH47SBWN33ULPFBPLNSQIL,Samsung Note 10 Plus BACK,blue,181964B,,,,,,,,unavailable,Physical good,,,,,,,,variable,,Y,,,,N,Primary Color,blue,N,0,,,,,N,0,,,,,Y,1,,,,,N
W755QZPCU4TUYKXUOVBRKLDA,Samsung Note 10 Plus Battery,Regular,D687813,,,,,,,,unavailable,Physical good,,,,Y,,N,N,variable,,Y,,N,,N,,,N,0,,,,,N,0,,,,,Y,2,,,,,N
RT5CW3X4IPR2ORLAMQ5THYVY,Samsung Note 20 BACK BLK,Regular,5367761,,,,,,,,unavailable,Physical good,,,,Y,,,,variable,,Y,,N,,N,,,N,0,,,,,N,0,,,,,Y,2,,,,,N
ETP7XG57Z76MXKLN6K47QTBQ,Samsung Note 20 Ultra BACK BLK,Regular,2902216,,,,,,,,unavailable,Physical good,,,,Y,,,,variable,,Y,,N,,N,,,N,0,,,,,N,0,,,,,Y,1,,,,,N
JQVSEC3CSIQB6A2YCXRAJVBD,Samsung Note 8 BLK,Regular,794426X,,,,,,,,unavailable,Physical good,,,,,,,,variable,,Y,,,,N,,,N,0,,,,,N,0,,,,,Y,1,,,,,N
